Crop,State,District,Soil,Season,SowingMonth,MinTemp,MaxTemp,SoilPHMin,SoilPHMax,MinRainfall,MaxRainfall
Gram,Karnataka,UTTAR KANNAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Karnataka,YADGIR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,AGAR MALWA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,ALIRAJPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,ANUPPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,ASHOKNAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,BALAGHAT,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,BARWANI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,BETUL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,BHIND,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,BHOPAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,BURHANPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,CHHATARPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,CHHINDWARA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,DAMOH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,DATIA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,DEWAS,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,DHAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,DINDORI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,GUNA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,GWALIOR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,HARDA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,HOSHANGABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,INDORE,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,JABALPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,JHABUA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,KATNI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,KHANDWA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,KHARGONE,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,MANDLA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,MANDSAUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,MORENA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,NARSINGHPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,NEEMUCH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,NIWARI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,PANNA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,RAISEN,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,RAJGARH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,RATLAM,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,REWA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SATNA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SEHORE,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SEONI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SHAHDOL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SHAJAPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SHEOPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SHIVPURI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SIDHI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SINGRAULI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,TIKAMGARH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,UJJAIN,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,UMARIA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,VIDISHA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,AHMEDNAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,AKOLA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,AMRAVATI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,AURANGABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,BEED,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,BHANDARA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,BULDHANA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,CHANDRAPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,DHULE,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,GADCHIROLI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,GONDIA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,HINGOLI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,JALGAON,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,JALNA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,KOLHAPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,LATUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,NAGPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,NANDED,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,NANDURBAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,NASHIK,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,OSMANABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,PALGHAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,PARBHANI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,PUNE,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,SANGLI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,SATARA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,SINDHUDURG,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,SOLAPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,THANE,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,WARDHA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,WASHIM,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,YAVATMAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,BISHNUPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,CHANDEL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,CHURACHANDPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,IMPHAL EAST,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,IMPHAL WEST,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,SENAPATI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,TAMENGLONG,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,THOUBAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,UKHRUL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Meghalaya,EAST GARO HILLS,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Meghalaya,NORTH GARO HILLS,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Meghalaya,SOUTH GARO HILLS,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Meghalaya,SOUTH WEST GARO HILLS,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Meghalaya,WEST GARO HILLS,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,DIMAPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,KIPHIRE,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,KOHIMA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,LONGLENG,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,MOKOKCHUNG,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,MON,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,PEREN,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,PHEK,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,TUENSANG,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,WOKHA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,ZUNHEBOTO,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,ADILABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,BHADRADRI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,HYDERABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,JAGITIAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,JANGOAN,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,JAYASHANKAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,JOGULAMBA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,KAMAREDDY,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,KARIMNAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,KHAMMAM,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,KOMARAM BHEEM ASIFABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MAHABUBABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MAHBUBNAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MANCHERIAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MEDAK,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MEDCHAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MULUGU,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,NAGARKURNOOL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,NALGONDA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,NARAYANAPET,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,NIRMAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,NIZAMABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,PEDDAPALLI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,RAJANNA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,RANGAREDDI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,SANGAREDDY,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,SIDDIPET,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,SURYAPET,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,VIKARABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,WANAPARTHY,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,WARANGAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,WARANGAL URBAN,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,YADADRI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,DHALAI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,GOMATI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,KHOWAI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,NORTH TRIPURA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,SEPAHIJALA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,SOUTH TRIPURA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,UNAKOTI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,WEST TRIPURA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AGRA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,ALIGARH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,ALLAHABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AMBEDKAR NAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AMETHI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AMROHA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AURAIYA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AZAMGARH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BAGHPAT,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BAHRAICH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BALLIA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BALRAMPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BANDA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BARABANKI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BAREILLY,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BASTI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BIJNOR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BUDAUN,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BULANDSHAHR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,CHANDAULI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,CHITRAKOOT,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,DEORIA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,ETAH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,ETAWAH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,FAIZABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,FARRUKHABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,FATEHPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,FIROZABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,GHAZIABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,GHAZIPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,GONDA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,GORAKHPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,HAMIRPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,HAPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,HARDOI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,HATHRAS,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,JALAUN,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,JAUNPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,JHANSI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KANNAUJ,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KANPUR DEHAT,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KANPUR NAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KASGANJ,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KAUSHAMBI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KHERI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KUSHI NAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,LALITPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,LUCKNOW,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MAHARAJGANJ,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MAHOBA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MAINPURI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MATHURA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MAU,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MEERUT,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MIRZAPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MORADABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MUZAFFARNAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,PILIBHIT,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,PRATAPGARH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,RAE BARELI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,RAMPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SAHARANPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SAMBHAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SANT KABEER NAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SANT RAVIDAS NAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SHAHJAHANPUR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SHAMLI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SHRAVASTI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,ALMORA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,BAGESHWAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,CHAMPAWAT,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,DEHRADUN,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,HARIDWAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,NAINITAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,PAURI GARHWAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,PITHORAGARH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,TEHRI GARHWAL,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,UDAM SINGH NAGAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,UTTAR KASHI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,24 PARAGANAS NORTH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,24 PARAGANAS SOUTH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,ALIPURDUAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,BANKURA,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,BIRBHUM,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,DARJEELING,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,DINAJPUR DAKSHIN,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,DINAJPUR UTTAR,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,HOOGHLY,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,HOWRAH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,JALPAIGURI,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,JHARGRAM,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,MALDAH,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,MEDINIPUR EAST,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,MEDINIPUR WEST,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,MURSHIDABAD,Sandy Loamy Soil,Rabi,October,20,25,6.5,7.8,600,1000
